ds,y
2021-04-19,140.33333333333334
2021-04-20,140.65277777777777
2021-04-21,140.97222222222223
2021-04-22,141.29166666666666
2021-04-23,141.61111111111111
2021-04-24,141.93055555555554
2021-04-25,142.25
2021-04-26,142.56944444444446
2021-04-27,142.88888888888889
2021-04-28,143.20833333333334
2021-04-29,143.52777777777777
2021-04-30,143.84722222222223
2021-05-01,144.16666666666666
2021-05-02,144.48611111111111
2021-05-03,144.80555555555554
2021-05-04,145.125
2021-05-05,145.44444444444446
2021-05-06,145.76388888888889
2021-05-07,146.08333333333334
2021-05-08,146.40277777777777
2021-05-09,146.72222222222223
2021-05-10,147.04166666666666
2021-05-11,147.36111111111111
2021-05-12,147.68055555555554
2021-05-13,148.0
2021-05-14,148.0
2021-05-15,148.0
2021-05-16,148.0
2021-05-17,148.0
2021-05-18,148.0
2021-05-19,148.0
2021-05-20,148.0
2021-05-21,150.0
2021-05-22,150.15625
2021-05-23,150.3125
2021-05-24,150.46875
2021-05-25,150.625
2021-05-26,150.78125
2021-05-27,150.9375
2021-05-28,151.09375
2021-05-29,151.25
2021-05-30,151.40625
2021-05-31,151.5625
2021-06-01,151.71875
2021-06-02,151.875
2021-06-03,152.03125
2021-06-04,152.1875
2021-06-05,152.34375
2021-06-06,152.5
2021-06-07,152.65625
2021-06-08,152.8125
2021-06-09,152.96875
2021-06-10,153.125
2021-06-11,153.28125
2021-06-12,153.4375
2021-06-13,153.59375
2021-06-14,153.75
2021-06-15,153.90625
2021-06-16,154.0625
2021-06-17,154.21875
2021-06-18,154.375
2021-06-19,154.53125
2021-06-20,154.6875
2021-06-21,154.84375
2021-06-22,155.0
2021-06-23,155.0
2021-06-24,155.0
2021-06-25,155.0
2021-06-26,155.0
2021-06-27,155.0
2021-06-28,155.0
2021-06-29,155.0
2021-06-30,155.0
2021-07-01,155.0
2021-07-02,154.28571428571428
2021-07-03,153.57142857142858
2021-07-04,152.85714285714286
2021-07-05,152.14285714285714
2021-07-06,151.42857142857142
2021-07-07,150.71428571428572
2021-07-08,150.0
2021-07-09,155.0
2021-07-10,153.33333333333334
2021-07-11,151.66666666666666
2021-07-12,150.0
2021-07-13,152.5
2021-07-14,155.0
2021-07-15,153.0
2021-07-16,151.0
2021-07-17,149.0
2021-07-18,147.0
2021-07-19,145.0
2021-07-20,143.0
2021-07-21,141.0
2021-07-22,139.0
2021-07-23,137.0
2021-07-24,135.0
2021-07-25,133.0
2021-07-26,131.0
2021-07-27,129.0
2021-07-28,127.0
2021-07-29,125.0
2021-07-30,125.0
2021-07-31,125.0
2021-08-01,125.0
2021-08-02,125.0
2021-08-03,125.0
2021-08-04,125.0
2021-08-05,125.0
2021-08-06,125.0
2021-08-07,125.0
2021-08-08,125.0
2021-08-09,125.0
2021-08-10,125.0
2021-08-11,125.0
2021-08-12,125.0
2021-08-13,125.0
2021-08-14,125.0
2021-08-15,125.0
2021-08-16,125.0
2021-08-17,125.0
2021-08-18,125.0
2021-08-19,125.0
2021-08-20,124.64285714285714
2021-08-21,124.28571428571429
2021-08-22,123.92857142857143
2021-08-23,123.57142857142857
2021-08-24,123.21428571428571
2021-08-25,122.85714285714286
2021-08-26,122.5
2021-08-27,122.14285714285714
2021-08-28,121.78571428571429
2021-08-29,121.42857142857143
2021-08-30,121.07142857142857
2021-08-31,120.71428571428571
2021-09-01,120.35714285714286
2021-09-02,120.0
2021-09-03,118.78571428571429
2021-09-04,117.57142857142857
2021-09-05,116.35714285714286
2021-09-06,115.14285714285714
2021-09-07,113.92857142857143
2021-09-08,112.71428571428571
2021-09-09,111.5
2021-09-10,110.28571428571429
2021-09-11,109.07142857142857
2021-09-12,107.85714285714286
2021-09-13,106.64285714285714
2021-09-14,105.42857142857143
2021-09-15,104.21428571428572
2021-09-16,103.0
2021-09-17,103.0
2021-09-18,103.0
2021-09-19,103.0
2021-09-20,103.0
2021-09-21,103.0
2021-09-22,103.0
2021-09-23,103.0
2021-09-24,103.35788113695091
2021-09-25,103.7157622739018
2021-09-26,104.07364341085271
2021-09-27,104.43152454780362
2021-09-28,104.78940568475453
2021-09-29,105.14728682170542
2021-09-30,105.50516795865633
2021-10-01,105.86304909560724
2021-10-02,106.22093023255815
2021-10-03,106.57881136950904
2021-10-04,106.93669250645995
2021-10-05,107.29457364341086
2021-10-06,107.65245478036175
2021-10-07,108.01033591731266
2021-10-08,108.36821705426357
2021-10-09,108.72609819121448
2021-10-10,109.08397932816537
2021-10-11,109.44186046511628
2021-10-12,109.79974160206719
2021-10-13,110.1576227390181
2021-10-14,110.51550387596899
2021-10-15,110.8733850129199
2021-10-16,111.2312661498708
2021-10-17,111.5891472868217
2021-10-18,111.94702842377261
2021-10-19,112.30490956072352
2021-10-20,112.66279069767442
2021-10-21,113.02067183462532
2021-10-22,113.37855297157623
2021-10-23,113.73643410852713
2021-10-24,114.09431524547804
2021-10-25,114.45219638242894
2021-10-26,114.81007751937985
2021-10-27,115.16795865633075
2021-10-28,115.52583979328165
2021-10-29,115.88372093023256
2021-10-30,116.24160206718346
2021-10-31,116.59948320413437
2021-11-01,116.95736434108527
2021-11-02,117.31524547803618
2021-11-03,117.67312661498708
2021-11-04,118.03100775193799
2021-11-05,118.38888888888889
2021-11-06,118.7467700258398
2021-11-07,119.1046511627907
2021-11-08,119.4625322997416
2021-11-09,119.8204134366925
2021-11-10,120.17829457364341
2021-11-11,120.53617571059432
2021-11-12,120.89405684754522
2021-11-13,121.25193798449612
2021-11-14,121.60981912144703
2021-11-15,121.96770025839794
2021-11-16,122.32558139534883
2021-11-17,122.68346253229974
2021-11-18,123.04134366925065
2021-11-19,123.39922480620154
2021-11-20,123.75710594315245
2021-11-21,124.11498708010336
2021-11-22,124.47286821705427
2021-11-23,124.83074935400516
2021-11-24,125.18863049095607
2021-11-25,125.54651162790698
2021-11-26,125.90439276485787
2021-11-27,126.26227390180878
2021-11-28,126.62015503875969
2021-11-29,126.9780361757106
2021-11-30,127.3359173126615
2021-12-01,127.6937984496124
2021-12-02,128.0516795865633
2021-12-03,128.4095607235142
2021-12-04,128.7674418604651
2021-12-05,129.12532299741602
2021-12-06,129.48320413436693
2021-12-07,129.84108527131784
2021-12-08,130.19896640826875
2021-12-09,130.55684754521963
2021-12-10,130.91472868217053
2021-12-11,131.27260981912144
2021-12-12,131.63049095607235
2021-12-13,131.98837209302326
2021-12-14,132.34625322997417
2021-12-15,132.70413436692508
2021-12-16,133.06201550387598
2021-12-17,133.41989664082686
2021-12-18,133.77777777777777
2021-12-19,134.13565891472868
2021-12-20,134.4935400516796
2021-12-21,134.8514211886305
2021-12-22,135.2093023255814
2021-12-23,135.5671834625323
2021-12-24,135.9250645994832
2021-12-25,136.2829457364341
2021-12-26,136.640826873385
2021-12-27,136.99870801033592
2021-12-28,137.35658914728683
2021-12-29,137.71447028423773
2021-12-30,138.07235142118864
2021-12-31,138.43023255813952
2022-01-01,138.78811369509043
2022-01-02,139.14599483204134
2022-01-03,139.50387596899225
2022-01-04,139.86175710594316
2022-01-05,140.21963824289406
2022-01-06,140.57751937984497
2022-01-07,140.93540051679588
2022-01-08,141.29328165374676
2022-01-09,141.65116279069767
2022-01-10,142.00904392764858
2022-01-11,142.36692506459949
2022-01-12,142.7248062015504
2022-01-13,143.0826873385013
2022-01-14,143.4405684754522
2022-01-15,143.7984496124031
2022-01-16,144.156330749354
2022-01-17,144.5142118863049
2022-01-18,144.87209302325581
2022-01-19,145.22997416020672
2022-01-20,145.58785529715763
2022-01-21,145.94573643410854
2022-01-22,146.30361757105942
2022-01-23,146.66149870801033
2022-01-24,147.01937984496124
2022-01-25,147.37726098191214
2022-01-26,147.73514211886305
2022-01-27,148.09302325581396
2022-01-28,148.45090439276487
2022-01-29,148.80878552971575
2022-01-30,149.16666666666666
2022-01-31,149.52454780361757
2022-02-01,149.88242894056847
