ds,yhat,yhat_lower,yhat_upper
2020-11-09,97.97194084787174,91.39473764451878,105.36871326639121
2020-11-10,97.40379770340844,90.35943553115497,104.85189392190529
2020-11-11,96.7445178723663,89.91616443517287,104.3226788835145
2020-11-12,96.01566671948356,89.21654631187269,103.33650123665046
2020-11-13,95.33304637584035,87.58767823029234,101.93886005042593
2020-11-14,94.4941944655537,87.33437995391922,101.49828834489392
2020-11-15,93.67946393211588,87.50277485573389,100.6464144939208
2020-11-16,92.89887391398574,85.74912685647115,99.88670086233195
2020-11-17,92.42151441954505,85.53111047605734,99.55280258114337
2020-11-18,91.92486418070494,84.74657026498495,98.495361177408
2020-11-19,91.42802609713704,84.28709305247017,98.59427388817792
2020-11-20,91.04295196252312,84.77713961791443,98.18735289472275
2020-11-21,90.56202915827156,83.58647800599852,97.4571653289082
2020-11-22,90.15927934613175,83.15512877029538,96.52005730361074
2020-11-23,89.83735609010776,82.8974412636644,96.83965611472213
2020-11-24,89.85712028117304,82.83447765740759,97.4084066020049
2020-11-25,89.88714827484253,82.85106380083539,96.81529692605152
2020-11-26,89.93717217057278,82.58197983463174,97.25538244199338
2020-11-27,90.10951872219748,83.13626318624652,97.51016709333574
2020-11-28,90.1869138168306,83.11373231199929,97.27730385826418
2020-11-29,90.33389719898005,82.27306015975037,97.68798480532675
2020-11-30,90.54402877301114,84.00186318934048,97.43103292172266
2020-12-01,91.0696601389986,84.57180972157418,98.17343176453866
2020-12-02,91.57162141557423,83.97665395730598,98.35286577372695
2020-12-03,92.05281843628421,85.09833420877408,98.72972997973275
2020-12-04,92.60980309441807,85.42157197625843,99.97967594584254
2020-12-05,93.02068078360755,85.6574404516082,100.65886837338014
2020-12-06,93.44659742005501,86.34866438197082,100.77167032175784
2020-12-07,93.87898604009497,86.61326801354099,100.72957079179812
2020-12-08,94.56934616815458,88.05546117477355,101.34611369004402
2020-12-09,95.17890643135824,87.48276208597679,102.52609322685515
2020-12-10,95.71216679101494,88.54181284357406,102.74741712681531
2020-12-11,96.26838526505954,89.37368236086884,103.13506188875375
2020-12-12,96.62937593529193,89.58183218054823,103.60807474787036
2020-12-13,96.96086423060018,90.18464820589837,104.13343195604651
2020-12-14,97.25958353780199,89.72940328414349,104.7104540736623
2020-12-15,97.78289082475393,90.46301286336556,104.70185122464552
2020-12-16,98.19825654141479,91.18371397716662,105.56303172316103
2020-12-17,98.51663011926559,91.20389062148219,105.21366907514546
2020-12-18,98.84375091195507,91.34532037581994,106.22895669015044
2020-12-19,98.96777621714223,92.0529661030522,106.10184284247431
2020-12-20,99.06047695814777,92.15899955825844,105.64089723308733
2020-12-21,99.12418927838205,91.80929718348362,106.34581720073506
2020-12-22,99.42130343379331,92.32438366533033,106.8784347128672
2020-12-23,99.62364834978577,92.2203319679301,106.86390486137931
2020-12-24,99.74577558332196,92.6331659467542,106.54247972105634
2020-12-25,99.89621421304697,92.91518972340302,107.01050334911929
2020-12-26,99.86506919912838,92.47199199330012,106.99447395725117
2020-12-27,99.8252139003034,92.78211806543442,106.93831084607221
2020-12-28,99.77926432569453,92.32403012313256,106.69951638314352
2020-12-29,99.98911507845744,93.02949267463075,107.4401430200169
2020-12-30,100.12539323001316,93.31192395994948,107.45476543740956
2020-12-31,100.2008311115884,92.97871359759301,107.47536795556744
2021-01-01,100.32162625651897,93.31597310837927,107.86726958226373
2021-01-02,100.27515731609769,93.49091148087055,106.85594903988762
2021-01-03,100.23130260530691,93.44851959119072,107.94727418251148
2021-01-04,100.18954463814477,93.19529504223893,107.8448335390048
2021-01-05,100.40863633472544,92.91567989469422,107.71035252903427
2021-01-06,100.55618093719427,93.50253728959896,107.76166272434627
2021-01-07,100.6421226192323,93.83286931853914,108.20939639781422
2021-01-08,101.0359413737767,93.53329059483985,107.7452156372144
2021-01-09,101.25727257810058,94.22759259127078,108.1817574128703
2021-01-10,101.47448549909784,94.44924821496987,108.43659218696034
2021-01-11,101.6861116300722,94.76620906439001,108.4964676222896
2021-01-12,102.15054224082273,95.06880545968149,109.79988737792442
2021-01-13,102.53561737459685,95.30670900462987,109.95255183059112
2021-01-14,102.85210322451485,95.79692850330822,109.86621056718532
2021-01-15,103.2051231010852,96.1778190584159,110.41718166206853
2021-01-16,103.38190890690916,96.30889250788108,110.24964328212498
2021-01-17,103.55311903154599,96.378310481283,110.39461398061853
2021-01-18,103.71990645863713,96.31768137310523,111.09802270226413
2021-01-19,104.14351435214287,97.12553580274161,111.23384097360258
2021-01-20,104.49475383707096,97.11977454633144,111.07362505071356
2021-01-21,104.78736464012485,98.24148488998006,112.51828523259917
2021-01-22,105.12932770227762,97.46635097435376,112.60072401816024
2021-01-23,105.3105006255084,98.37317788893054,112.2756745512006
2021-01-24,105.50382573578413,98.38587726848154,112.48828484326181
2021-01-25,105.71229822648193,98.69390652090844,112.6107539187058
2021-01-26,106.19847501067937,98.96397768435429,113.42436501654709
2021-01-27,106.63388194493079,99.02805622162592,113.65123933258988
2021-01-28,107.0323225320303,99.89959619375868,113.86834169134085
2021-01-29,107.501159076426,100.17832396540051,115.03055752489902
2021-01-30,107.82893837834582,101.06354301275847,115.67958121386077
2021-01-31,108.18661229677312,101.34445430703353,115.44542205707911
2021-02-01,108.57454050053757,101.67113542735167,115.68602530588853
2021-02-02,109.25205520171605,102.23010444042157,116.47569868391332
2021-02-03,109.88694403524983,102.36548660827727,117.24805205664265
2021-02-04,110.4888520738679,103.26621335826879,117.43625936774647
2021-02-05,111.16067127756378,104.62486990046659,118.73728038172715
2021-02-06,111.68628631362645,104.20209075345474,118.50301280459949
2021-02-07,112.23192354652596,104.98017586438715,118.87124925636746
2021-02-08,112.7932867115737,105.78969570998044,120.00761015650451
2021-02-09,113.62525510134346,106.65641546199245,120.30859263630317
2021-02-10,114.39149642310956,107.03718599467719,122.0127563981628
2021-02-11,115.09799139105841,107.96285263853184,122.10636774642235
2021-02-12,115.84453462581378,108.53164150366732,122.99021233570824
2021-02-13,116.412577381754,109.2381659099269,123.29092760562266
2021-02-14,116.96665590018047,109.55780350637508,124.55224771411139
2021-02-15,117.50158640625581,109.69706979466005,124.45930349612281
2021-02-16,118.27220066369058,111.14370007938324,125.46681005479947
2021-02-17,118.94297297001638,111.93508000815035,126.33348995693399
2021-02-18,119.52153505975117,112.47794386626344,126.3888878339284
2021-02-19,120.11014358993543,113.24835218817432,127.27148084617053
2021-02-20,120.49346652720568,113.46424012798103,127.90396057799543
2021-02-21,120.8399337078731,114.02234705845824,128.04537977316892
2021-02-22,121.14883469467196,113.86715126033965,128.64323119533492
2021-02-23,121.67994052137095,114.3435259665531,129.0134870953743
2021-02-24,122.10300337872133,115.3478332070204,129.08978983214067
2021-02-25,122.43113428061505,115.1914554233902,129.02122936398587
2021-02-26,122.77212723083571,115.69290085625933,129.66700958725102
2021-02-27,122.91610037150988,115.77353729137985,130.19936776016613
2021-02-28,123.03670327943826,115.34366342407841,130.2984130342536
2021-03-01,123.13807781549914,116.18346507774518,130.2358410730841
2021-03-02,123.48435289334262,116.11675391838597,130.47137447321202
2021-03-03,123.7490308405046,116.72036064504431,131.38171254697846
2021-03-04,123.94826859522185,116.57496461237275,131.04130774280193
2021-03-05,124.19212499927045,116.83788454922653,130.92790692533887
2021-03-06,124.27214670963173,117.41242162205258,131.096506527485
2021-03-07,124.36254364098525,116.90756148571037,131.59712011856914
2021-03-08,124.46714197592541,117.34358283197456,131.88283868921158
2021-03-09,124.84889537724821,117.87726156506163,131.84681998431026
2021-03-10,125.17931151182862,118.1170071704676,132.36456898688365
2021-03-11,125.47179590591041,118.11810250554676,133.04281606472682
2021-03-12,125.83298252376717,118.61822514122906,132.25658548327718
2021-03-13,126.05042113516504,119.18392046868577,133.0001106879803
2021-03-14,126.29386941028355,118.98677291215759,133.47246373964873
2021-03-15,126.56237437778556,119.62929710088939,134.07887870875618
2021-03-16,127.1139201517041,119.92073778746216,134.2493372294576
2021-03-17,127.61499509029419,121.05237654895457,134.94520871779136
2021-03-18,128.07407635847227,120.9649652635754,134.87643355853987
2021-03-19,128.59309725435105,121.04561556719041,135.30511477152064
2021-03-20,128.9552634682729,121.87906757757705,135.4827314222199
2021-03-21,129.3264625637764,122.02142523741995,135.8216943991374
2021-03-22,129.70244802053512,122.7518543343258,136.68536577565033
2021-03-23,130.33857189780718,123.3398440405636,137.28500415404437
2021-03-24,130.89941696440178,123.7681625981188,137.50866446802564
2021-03-25,131.39232454517708,124.66390581105072,138.4169972022572
2021-03-26,131.91888236626107,124.7977124475501,139.05073672871708
2021-03-27,132.26273816100814,124.76337541065706,139.3547977653699
2021-03-28,132.59098360031652,124.759752927123,139.49037501854426
2021-03-29,132.90129083071668,125.42592202757334,140.30942338247414
2021-03-30,133.45157726010984,126.47108791605093,140.4904388555169
2021-03-31,133.90955160661454,126.79597074485648,141.35259304294416
2021-04-01,134.28614015102698,126.2775243108784,141.44697769069867
2021-04-02,134.6868606043819,127.39511292231974,141.86692176677485
2021-04-03,134.89951282585466,127.67877931444932,142.1735219276006
2021-04-04,135.09543466721973,128.1678723616815,142.1886929208997
2021-04-05,135.27650906784027,127.83039221624408,142.17054116674268
2021-04-06,135.70470189415101,128.39958304906466,142.96547262684643
2021-04-07,136.05148729212482,129.26205507498523,142.84644883058903
2021-04-08,136.33116303432928,129.45722654676524,143.314680375774
2021-04-09,136.6521264980782,129.65379263025403,143.66200384269936
2021-04-10,136.80448332464866,129.8019187669158,143.61625451575392
2021-04-11,136.96123935860888,129.86891521777338,144.3194614104251
2021-04-12,137.1252637556678,130.39711090173762,144.55708816738903
2021-04-13,137.55880390954638,130.19119200739027,144.8091954352741
2021-04-14,137.93290948379467,130.87600667518126,144.89719293047
2021-04-15,138.26076789666877,131.22653605628525,145.41899658521257
2021-04-16,138.64393788944415,131.02679689702282,146.06655858162475
2021-04-17,138.8752679817453,131.79174162266577,146.1804939638189
2021-04-18,139.124916155034,132.2203290102896,146.20191582008965
2021-04-19,139.39248847303182,132.72980368661786,146.64707585404864
2021-04-20,139.93665823775052,132.63098123294478,146.93690803790193
2021-04-21,140.42470294947756,133.7363335286883,147.47167010520675
2021-04-22,140.8659579296602,133.73794269400568,148.25033694351205
2021-04-23,141.3632528415554,134.05535424897616,148.17653992355352
2021-04-24,141.70069811504302,134.59322856454324,148.56451875542496
2021-04-25,142.04506634492623,134.81441517526545,149.53976887119626
2021-04-26,142.3929507048083,135.24469129909696,149.75329614646003
2021-04-27,143.0004750424043,136.92926669489208,149.80177268164903
2021-04-28,143.53290700104938,136.36835776903294,150.06182909722543
2021-04-29,143.99817079716934,136.7692419836583,151.15257381917735
2021-04-30,144.49832418997278,137.62117227820423,151.58811916913402
2021-05-01,144.81736553062402,138.35764004502772,152.18937263318188
2021-05-02,145.12261545191436,138.13685165781217,152.0620261963904
2021-05-03,145.41185535553643,138.591844871593,152.80693144471635
2021-05-04,145.94299809484542,138.9468514720757,153.53818950271358
2021-05-05,146.3836435216596,139.87238672895302,153.53794715599489
2021-05-06,146.744517399435,139.32904948238783,154.25808762414468
2021-05-07,147.13086058070692,140.1290454014287,154.52925680194278
2021-05-08,147.33013711248677,140.56720962216198,154.34152372528402
2021-05-09,147.51330893504155,140.48345419271516,154.51475869217407
2021-05-10,147.68186266710345,140.67504260975625,154.62103596056838
2021-05-11,148.09736733960384,141.0818684715432,155.27634334399488
2021-05-12,148.43091923207498,140.96537423910573,155.33401590950905
2021-05-13,148.69647571386102,141.94673418145413,156.02124935935507
2021-05-14,149.00214819770838,141.7156365084047,156.12729309471857
2021-05-15,149.1378257908791,142.2028358127267,157.06456455527976
2021-05-16,149.2763798532888,142.2257532871287,156.27341180269897
2021-05-17,149.4206370452329,142.36885630328769,156.52499903151394
2021-05-18,149.8329012985563,142.48201995936702,156.67454950877567
2021-05-19,150.1843818724145,143.35141072853767,157.40710097856012
2021-05-20,150.48852980841758,142.96541375881873,157.37500754055574
2021-05-21,150.85235269984196,143.67276352958515,157.63816240029624
2021-05-22,151.06407856908518,144.19747267767528,158.2983325892356
2021-05-23,151.2944176998062,144.5031679346674,158.4943181852895
2021-05-24,151.5436081147039,144.45870502085174,158.84495300995354
2021-05-25,152.07102277249186,144.84937745838977,158.7662696183399
2021-05-26,152.54469289059884,145.36148349679297,159.03434235155657
2021-05-27,152.97474664586068,146.07045122141812,160.2904455448437
2021-05-28,153.4648298934409,146.7181599101004,160.69707067876917
2021-05-29,153.79987631436796,145.79224581930276,160.59783732467753
2021-05-30,154.14747245080792,147.47814967745984,161.60143554059124
2021-05-31,154.50500003531485,147.32543328293752,161.42249452736792
2021-06-01,155.1293306083748,148.32524451777226,162.19211704320142
2021-06-02,155.68642405364741,148.07356903842182,162.40979376404496
2021-06-03,156.18482791542883,149.2763900545079,163.57669271931556
2021-06-04,155.99120795165567,148.77232773293917,163.58200575595055
2021-06-05,155.6259472554693,148.01441717089318,163.10768835163873
2021-06-06,155.2567159379009,148.46896724448106,161.79195022217272
2021-06-07,154.88153618853863,148.3233821858448,161.6143100427406
2021-06-08,154.75844676549576,148.04874418152468,161.87952709705084
2021-06-09,154.55505378085635,147.87274692925533,161.4983522095479
2021-06-10,154.28196618585937,147.08100883918854,161.03583410119904
2021-06-11,154.04418273328412,146.8267135019873,160.97256475855673
2021-06-12,153.62879894770893,146.638622074134,160.343296049438
2021-06-13,153.20628163364856,145.95687750769972,160.46686371130045
2021-06-14,152.7774962866159,145.44068092659495,159.47449325113843
2021-06-15,152.6032661578921,145.9851845713396,159.88045780050155
2021-06-16,152.35381904071477,145.50734710470596,159.46645793358104
2021-06-17,152.0421236252039,144.84636687655092,158.723224113133
2021-06-18,151.77518551146,145.00790591770453,158.96792182765194
2021-06-19,151.34167448751123,144.46680668893632,158.56817921010668
2021-06-20,150.91313334375639,144.15339613433613,158.19744909057843
2021-06-21,150.49095590775116,143.60709091763022,157.66873870870216
2021-06-22,150.33591487007865,143.0809868972126,157.67392546073953
2021-06-23,150.11759672900266,142.93047315679362,156.88049924383395
2021-06-24,149.84774635710636,142.6248515919315,156.99981035493482
2021-06-25,149.63159130528751,142.61792610318915,157.02916791891167
2021-06-26,149.25551684009957,141.7443378466531,156.53420882156746
2021-06-27,148.888340751786,142.0720607715417,156.01916756441022
2021-06-28,148.52837379119745,141.30649245503045,155.37038866217776
2021-06-29,148.43304393988035,141.15659072940863,156.14810165398947
2021-06-30,148.26843900161316,141.2195250990726,155.29067597214328
2021-07-01,148.04276678880652,141.0875862500192,154.98823001442264
2021-07-02,147.85779949445728,140.74673820250885,154.9563525218154
2021-07-03,147.49666953128704,140.43492267680455,154.36674883147174
2021-07-04,147.1252620832933,140.4088633512071,154.26233881166726
2021-07-05,146.73938647342376,139.4570429654846,154.00268233892405
2021-07-06,146.59450094994583,139.57801343732046,153.93507291973074
2021-07-07,146.35534204265085,139.2969852295357,153.4794644352791
2021-07-08,146.0294547943118,139.01031934260928,153.33604861794004
2021-07-09,145.7186879537839,138.70871019177548,153.2347002116834
2021-07-10,145.20701945324186,138.25129915009978,152.47230426645933
2021-07-11,144.66195606645505,137.4293161414071,151.86905028228279
2021-07-12,144.0816886624118,137.13346003134433,151.16665691918283
2021-07-13,143.72477765500227,136.28240031684086,151.1402088913014
2021-07-14,143.2597204939774,135.84161135161455,150.2964077529599
2021-07-15,142.69839888019897,135.33592391666244,149.44163122756575
2021-07-16,142.1474718198274,135.10992160671424,149.38925119367556
2021-07-17,141.39608246615572,134.23736500209057,148.677607267899
2021-07-18,140.6171257993655,133.38009323226015,148.0468067816783
2021-07-19,139.81426215169535,132.80666507642368,147.42759909701311
2021-07-20,139.2514551107874,132.61378018430815,146.81293425335286
2021-07-21,138.6023898051717,131.63333132366836,146.08258077823453
2021-07-22,137.8837735206999,130.92232705374985,145.20360590690296
2021-07-23,137.0898171930287,130.1822674596786,144.40535963285134
2021-07-24,136.1301289237816,129.25908546207393,143.07338757154272
2021-07-25,135.18055223148053,128.1366225633294,142.12219386749655
2021-07-26,134.2468556943471,127.28545634550251,141.60046337504187
2021-07-27,133.5941964097544,126.7647526372179,141.34233442489747
2021-07-28,132.8964875022216,125.49957850771546,139.50064721271002
2021-07-29,132.16967338894185,125.48813465087386,139.6119974725541
2021-07-30,131.522984219947,124.48234250380658,139.01199904273233
2021-07-31,130.74654185918652,123.8855494052296,137.81681763323542
2021-08-01,130.01256785240344,122.58191327484626,137.42171240980574
2021-08-02,129.32238065462298,121.95368763302268,137.02233586121147
2021-08-03,128.9359617087302,122.00159645093143,136.61234867394606
2021-08-04,128.5214461892722,122.02223888562874,134.85587826181035
2021-08-05,128.08853891616315,121.08030021142444,135.28041025464304
2021-08-06,127.7399231335154,120.47770216549245,134.63436976979736
2021-08-07,127.25903038359732,120.220243144492,134.69368821449117
2021-08-08,126.81141748661634,119.36745980151429,133.73454947918017
2021-08-09,126.39193329005394,118.8330706536368,133.08146481104657
2021-08-10,126.25445012668008,119.03966585781454,133.49243239934512
2021-08-11,126.06151123242051,118.88982546766894,132.63702882071792
2021-08-12,125.81789028583013,118.13819416967496,133.17751552151026
2021-08-13,125.62212676668877,118.57345341093648,132.67084685117146
2021-08-14,125.25440182671508,118.20372067155115,133.15521161585642
2021-08-15,124.87799770987212,118.31167142702597,131.91689786332722
2021-08-16,124.48652106351211,117.47482273165048,131.4530510960292
2021-08-17,124.33366347656086,117.41792391285718,131.1770475007482
2021-08-18,124.08284966066157,116.61573015906644,131.1311417203528
2021-08-19,123.74076939483413,116.49578053914188,130.90665147709205
2021-08-20,123.40885768742235,116.26463201712127,130.38996993101094
2021-08-21,122.87108938257084,115.92729817222035,129.89125387492362
2021-08-22,122.29533351895618,115.01973348461745,129.55007178294002
2021-08-23,121.68045072491337,114.51118965059774,128.71166847366678
2021-08-24,121.28591051875036,114.29320662018097,127.83785029425142
2021-08-25,120.78128295235982,113.20305934596254,128.11128827359065
2021-08-26,120.1796051158531,112.94591702728009,127.26029984187984
2021-08-27,119.58869160353446,112.27748807429252,126.62013462519145
2021-08-28,118.79875993126372,111.84726697042636,126.00862718561832
2021-08-29,117.98362095522002,111.10791265054972,125.17631585242297
2021-08-30,117.14762216159235,110.46379589142047,124.4268937887029
2021-08-31,116.55512499228657,109.9019519470155,123.9887491456362
2021-09-01,115.87987452810572,109.32659645412362,122.9626779289441
2021-09-02,115.13826540515804,108.27899604975757,122.35171544158615
2021-09-03,114.44057580060448,107.07775092608873,121.09634961654044
2021-09-04,113.57854251194416,106.35013736649091,120.09289726460568
2021-09-05,112.72652845359333,105.71114697792999,119.55013047630486
2021-09-06,111.88847091663342,104.93011465708727,119.04220656855126
2021-09-07,111.3273914221268,104.8616692680203,118.44912989560206
2021-09-08,110.71482435350808,103.74734354022539,118.00940653481578
2021-09-09,110.06416634003142,102.70208708657714,117.0392471852652
2021-09-10,109.48201561128005,101.83000172150982,116.93657223250418
2021-09-11,109.42167092368108,102.6885969544023,116.76708796699154
2021-09-12,109.38703844901657,101.82631699150124,116.42744975119385
2021-09-13,109.37712903322816,102.54337664561983,116.2219460078231
2021-09-14,109.64992384618044,102.97011878053323,117.29414799637978
2021-09-15,109.87196005135749,102.30827735690565,117.26530896083085
2021-09-16,110.05183390715041,102.6929513081036,116.63502377189667
2021-09-17,110.29168589366228,103.29145927238062,117.66730784506166
2021-09-18,110.37503325419729,103.53774695498275,117.61947039943634
2021-09-19,110.46819347225502,103.17385180065149,117.34317750863987
2021-09-20,110.5674792896631,102.99276860256651,117.83470984808771
2021-09-21,110.92893864757818,104.23025515227297,117.85650696922083
2021-09-22,111.21798979964119,103.4467188002511,118.44561588667027
2021-09-23,111.44294735156072,104.24698462882571,118.33674941078378
2021-09-24,111.70650313347171,104.7114031960727,118.90941762247682
2021-09-25,111.79352742717819,104.76827065900736,118.84337457806176
2021-09-26,111.87243502099798,104.94068032440308,118.1870220968222
2021-09-27,111.94229844294968,104.92105304942389,119.36114498710194
2021-09-28,112.26248424313242,105.1936910537471,119.73559593793327
2021-09-29,112.50216573647961,105.09641336061847,119.58537976152529
2021-09-30,112.67371170352307,105.94487669176186,120.03791742677589
2021-10-01,112.8840191715266,105.96498419568806,119.64385630349076
2021-10-02,112.9221603636664,105.4012710024513,120.01029359865623
2021-10-03,112.96059307018785,105.84535712213072,120.1457559093491
2021-10-04,113.00212164825442,105.8349597657201,119.54951379030936
2021-10-05,113.30938930847367,106.063700540098,120.9937571571105
2021-10-06,113.55425967513817,106.61300668783068,121.04095160238647
2021-10-07,113.75109134568481,106.58888333694962,120.99767300592633
2021-10-08,114.00797732420945,106.96416742329531,121.32992425451144
2021-10-09,114.11432257978599,106.8941410411315,121.33633586053833
2021-10-10,114.24201145972886,107.41626768553188,121.31645408497948
2021-10-11,114.3923538760093,107.0307692556935,121.54682604253836
2021-10-12,114.82559181353182,107.40229707644994,121.82642966894272
2021-10-13,115.21032418485704,107.75675857456746,122.52086733372177
2021-10-14,115.55685293349849,108.34997988248548,122.04841403669954
2021-10-15,115.96852059341762,108.84019684378772,123.31869818325099
2021-10-16,116.22941008632262,109.27478353018113,123.36498101398742
2021-10-17,116.50565528091413,109.52598390705215,122.91677896455607
2021-10-18,116.79254737650334,110.03289533655617,124.57029856159959
2021-10-19,117.34421426020695,110.33023538454964,124.38297814521552
2021-10-20,117.8232260417108,110.90483500095381,125.09223585593112
2021-10-21,118.23412456121723,110.88431896912125,125.18897777567857
2021-10-22,118.67494183029328,110.8853204235601,126.06865504920098
2021-10-23,118.925072946926,111.95800914401998,126.18640622969336
2021-10-24,119.14674692629676,112.29327722562596,125.84476736388878
2021-10-25,119.33227573075497,112.41003902458407,126.64941539699788
2021-10-26,119.73385431139499,112.57530950763086,126.66632367865674
2021-10-27,120.01326109697152,112.95777044442772,126.7218440443915
2021-10-28,120.17545363710695,112.73838246067763,127.16740726712177
2021-10-29,120.32012204268254,113.02511128545936,127.14015695239198
2021-10-30,120.50683768981702,113.33082708687273,127.96673115662112
2021-10-31,120.62467304883225,113.33318375139531,128.24932056969905
2021-11-01,120.67120724238038,113.2334987257228,127.59972710757175
2021-11-02,120.90495739080949,112.93741035384782,128.06006054384028
2021-11-03,120.99495429509129,113.5537471457346,127.84303958609335
2021-11-04,120.95418671045762,113.57363961277511,128.41195572218518
